,Review text,Ratings
4157,Good quality.READ MORE,4
4158,GoodREAD MORE,4
4159,Best shuttles that i used in my lifeREAD MORE,5
4160,superREAD MORE,5
4161,GoodREAD MORE,5
4162,Good in qualityREAD MORE,4
4163,Ty flipkart got genuine productREAD MORE,5
4164,Not badREAD MORE,3
4165,"It's not original.dummy item , don't purchase.READ MORE",1
4166,best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10READ MORE,5
4167,GoodREAD MORE,5
4168,NiceREAD MORE,4
4169,SuperREAD MORE,4
4170,GoodREAD MORE,5
4171,Delivery on time but quality not match with YONEX.  Not trustworthy with originalREAD MORE,3
4172,Best of this price excellent qualityREAD MORE,4
4173,Nice one! Buy it before thinking even twice.READ MORE,5
4174,Only for indoorREAD MORE,1
4175,"Long lasting, good trajectory and well balanced shuttles must buy productREAD MORE",4
4176,NiceREAD MORE,5
4177,Super QualityREAD MORE,5
4178,Value for money ⭐⭐⭐⭐⭐ 5 starsREAD MORE,5
4179,Good productREAD MORE,5
4180,very niceREAD MORE,5
4181,Not goodREAD MORE,1
4182,Good product reasonable pricedREAD MORE,4
4183,SuperbREAD MORE,5
4184,Nice productREAD MORE,4
4185,Good productREAD MORE,4
4186,Best qualityREAD MORE,4
4187,Great for our outdoor playingREAD MORE,5
4188,GoodREAD MORE,5
4189,PerfectREAD MORE,3
4190,Perfect for allREAD MORE,5
4191,Best in the budget.READ MORE,4
4192,Nice product I am happy with this product 👌😊😊😊👍READ MORE,5
4193,Good qualityREAD MORE,5
4194,GoodREAD MORE,5
4195,superREAD MORE,5
4196,Bad paking.. very bad.READ MORE,1
4197,Good shuttle but after some time upper and lower parts get  differREAD MORE,4
4198,Quality issueREAD MORE,1
4199,Very best for money and weight is like holding a pen and the delivery is very fastREAD MORE,5
4200,GoodREAD MORE,4
4201,AWESOMEREAD MORE,5
4202,Good productREAD MORE,4
4203,GoodREAD MORE,4
4204,Value for money.READ MORE,4
4205,Old stokeREAD MORE,1
4206,GoodREAD MORE,4
4207,Just okREAD MORE,4
4208,Good.READ MORE,5
4209,SuperREAD MORE,4
4210,Awesome product..as expected.great shuttle speed and durability.must buy...READ MORE,5
4211,Best in all levels of playersREAD MORE,5
4212,goodREAD MORE,5
4213,Very good productREAD MORE,5
4214,Great.. I like itREAD MORE,5
4215,Nic productREAD MORE,5
4216,Good one..READ MORE,5
4217,Xcellent productREAD MORE,5
4218,Beginners and intermediate player's can use effectively it's good to play at any conditionsREAD MORE,5
4219,Best product h. Maja aa gyaREAD MORE,5
4220,Good qualityREAD MORE,5
4221,Best in marketREAD MORE,4
4222,I am HappyREAD MORE,5
4223,Nice oneREAD MORE,5
4224,Worst  item and old stockREAD MORE,1
4225,GoodREAD MORE,5
4226,Nice productREAD MORE,4
4227,NiceREAD MORE,4
4228,This cork is waste don't buy this....I bought 2 times this cork but this very worst....broked in just 2matchesREAD MORE,3
4229,nice oneREAD MORE,5
4230,ExcellentREAD MORE,5
4231,AvgREAD MORE,5
4232,Nice shuttleREAD MORE,5
4233,BestREAD MORE,4
4234,Good quality shuttleREAD MORE,4
4235,Poor qualityREAD MORE,1
4236,Satisfied with the qualityREAD MORE,5
4237,Nice productREAD MORE,5
4238,Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..READ MORE,5
4239,"Super ,READ MORE",4
4240,GoodREAD MORE,4
4241,NiceREAD MORE,5
4242,These are good for beginners although we should play with feather. These is good not fast enough.READ MORE,4
4243,Very old stock. Shuttles got damaged easilyREAD MORE,1
4244,super qualityREAD MORE,5
4245,BestREAD MORE,4
4246,Awesome and guinine product.READ MORE,4
4247,GoodREAD MORE,5
4248,No words to say...always bestREAD MORE,5
4249,Quality is MediumREAD MORE,2
4250,NiceREAD MORE,5
4251,ExcellantREAD MORE,4
4252,Very useful to practiceREAD MORE,5
4253,Fabulous product .READ MORE,5
4254,very much long lastinga must buy productfull PAISA VASOOL productREAD MORE,4
4255,"Awesome , as usualREAD MORE",4
4256,Best in yonexREAD MORE,5
4257,Very good product.. genuineREAD MORE,5
4258,Quality is not goodREAD MORE,1
4259,NiceREAD MORE,5
4260,Something wrong with this each shuttle shape changes with one or two set plays don't buy itREAD MORE,2
4261,Best in classREAD MORE,5
4262,original productREAD MORE,5
4263,Good product.READ MORE,5
4264,SuperREAD MORE,5
4265,Delivered on time and nice productREAD MORE,5
4266,It is a very good.Using from one week.READ MORE,5
4267,Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.READ MORE,5
4268,Delivery was quick.agent behaviour was good as wellREAD MORE,5
4269,SuperbREAD MORE,5
4270,Cheaper than market and they are originalREAD MORE,5
4271,nice productREAD MORE,5
4272,Vvvvvv goodREAD MORE,5
4273,Very goodREAD MORE,5
4274,Very good productREAD MORE,3
4275,Excellent purchaseREAD MORE,5
4276,GoodREAD MORE,4
4277,Nice QualityREAD MORE,5
4278,Very nice and durable.. Must go for itREAD MORE,5
4279,good quality...superv lifeREAD MORE,5
4280,Good product.. worth it...READ MORE,4
4281,PerfectREAD MORE,5
4282,Varry goodREAD MORE,5
4283,GoodREAD MORE,5
4284,Its goodREAD MORE,3
4285,AwesomeREAD MORE,5
4286,FineREAD MORE,5
4287,Good product.READ MORE,5
4288,GoodREAD MORE,3
4289,very very good productREAD MORE,5
4290,Good durable productREAD MORE,4
4291,Good productREAD MORE,5
4292,GoodREAD MORE,5
4293,Best for outdoor playing.... very good 😁👍READ MORE,5
4294,GoodREAD MORE,4
4295,Osm productREAD MORE,5
4296,Nice product .......well experience with flipkart thank you flipkartREAD MORE,4
4297,GoodREAD MORE,5
4298,Good delivery serviceREAD MORE,5
4299,Nice product loved itREAD MORE,5
4300,Good and on timeREAD MORE,5
4301,Very nice according to the price moneyREAD MORE,5
4302,Very good👍READ MORE,5
4303,"Very good, durableREAD MORE",3
4304,Excellent productREAD MORE,5
4305,NiceREAD MORE,5
4306,Delivered on time. Happy with delivery serviceREAD MORE,5
4307,Good product but if the time of the stability increased it becomes perfect product.READ MORE,4
4308,AuthenticREAD MORE,5
4309,Value for moneyREAD MORE,5
4310,GOODREAD MORE,4
4311,Good productREAD MORE,4
4312,fineREAD MORE,5
4313,AwesomeREAD MORE,5
4314,NiceREAD MORE,5
4315,Great product ...durable ...quality is also good when compared to the local marketsREAD MORE,5
4316,Quality is not uptoREAD MORE,3
4317,BadREAD MORE,2
4318,AwesomeREAD MORE,5
4319,goodREAD MORE,4
4320,Best productREAD MORE,5
4321,At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...READ MORE,5
4322,Better shuttles from another shuttlesREAD MORE,4
4323,It is superREAD MORE,5
4324,GreatREAD MORE,4
4325,"Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.READ MORE",5
4326,Good productREAD MORE,4
4327,Good products and good price than outside market..mainly during this lockdownREAD MORE,5
4328,NiceREAD MORE,5
4329,OkREAD MORE,3
4330,Good productREAD MORE,5
4331,Not original2nd qualityREAD MORE,1
4332,ya goodREAD MORE,4
4333,OkayREAD MORE,2
4334,WorstREAD MORE,1
4335,Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and toughREAD MORE,5
4336,Awesome shuttle. Durable tooREAD MORE,5
4337,It's so niceREAD MORE,5
4338,GoodREAD MORE,4
4339,GoodREAD MORE,5
4340,Quick delivery with a good delivery person . Nice quality you can just go for it .READ MORE,4
4341,As usualREAD MORE,5
4342,GoodREAD MORE,5
4343,Not felt like originalREAD MORE,2
4344,Best shuttle good product best quality and fastest delivery in 1 day delivered next dayREAD MORE,5
4345,Good Quality shuttle. One shuttle goes more than a weekREAD MORE,5
4346,good produvtREAD MORE,4
4347,Good but online product pictures clarification must be necessaryREAD MORE,4
4348,Genuine productREAD MORE,4
4349,"Fabulous , go with this.READ MORE",3
4350,Just  awesomeREAD MORE,5
4351,Nice productREAD MORE,4
4352,Perfect for indoorsREAD MORE,5
4353,Owsome product best in this range.READ MORE,5
4354,excellent productREAD MORE,5
4355,Better life using it with perfect playREAD MORE,4
4356,It's awesomeREAD MORE,5
4357,One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.READ MORE,4
4358,NiceREAD MORE,5
4359,Delivery very fast and original productREAD MORE,5
4360,Very niceREAD MORE,4
4361,"These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.READ MORE",5
4362,GoodREAD MORE,5
4363,Good productREAD MORE,5
4364,Original productREAD MORE,5
4365,NiceREAD MORE,5
4366,Good...READ MORE,5
4367,Very nice 👌READ MORE,5
4368,Very niceREAD MORE,5
4369,"Superb, original quality.READ MORE",5
4370,Worth for moneyREAD MORE,5
4371,Worth and price is lessREAD MORE,5
4372,NiceREAD MORE,5
4373,ExcellentREAD MORE,5
4374,excellentREAD MORE,5
4375,Nice productREAD MORE,5
4376,Best experienceREAD MORE,5
4377,Very bad because I repeated order but he send cheap quality shattelsREAD MORE,5
4378,Excellent.....READ MORE,5
4379,GoodREAD MORE,5
4380,Good qualityREAD MORE,3
4381,BadREAD MORE,2
4382,Cheapest rate ever for the best outdoor cork.READ MORE,5
4383,Nice Product ..... Specially good choice for SmashesREAD MORE,5
4384,SuperREAD MORE,5
4385,Quality was ok but cost of this product is too highREAD MORE,1
4386,it's a best shuttle for playing outside .READ MORE,4
4387,NiceREAD MORE,5
4388,not badREAD MORE,5
4389,Good productREAD MORE,5
4390,NiceREAD MORE,4
4391,Not a good qualityREAD MORE,1
4392,Not goodREAD MORE,3
4393,"I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 gamesREAD MORE",4
4394,"Weight is quite hight,though it's written slow.Its quite fast ..But good...READ MORE",5
4395,Perfect thank you productREAD MORE,5
4396,GoodREAD MORE,3
4397,this is best for smashREAD MORE,5
4398,SuperREAD MORE,5
4399,very nice product 👍READ MORE,4
4400,NiceREAD MORE,3
4401,"Quality is not good, this is not like original one.READ MORE",3
4402,Nice product for the bigginerREAD MORE,5
4403,Very Good PoductREAD MORE,5
4404,GoodREAD MORE,5
4405,AwesomeREAD MORE,5
4406,very  goodREAD MORE,5
4407,Original & nice productREAD MORE,5
4408,Good productREAD MORE,5
4409,NiceREAD MORE,4
4410,"A little slow, overall goodREAD MORE",4
4411,Very niceREAD MORE,5
4412,good product but delivery too lateREAD MORE,4
4413,The shuttles are very good...READ MORE,5
4414,Original product thanks to flip cardsREAD MORE,4
4415,Excellent work by flipkartREAD MORE,5
4416,GoodREAD MORE,5
4417,Not moving quick. I have better experience with MAVIS 200iREAD MORE,2
4418,OkREAD MORE,5
4419,FineREAD MORE,5
4420,Good Product by flipkart. Thanks for faster deliveryREAD MORE,5
4421,Nice qualityREAD MORE,5
4422,GoodREAD MORE,4
4423,GoodREAD MORE,5
4424,Good productREAD MORE,3
4425,GoodREAD MORE,4
4426,Nice 👌👌👌👌READ MORE,5
4427,ExcellentREAD MORE,5
4428,Awesome product and highly durableREAD MORE,5
4429,very nice product 👌👌 at a better priceREAD MORE,5
4430,Nice product good performanceREAD MORE,5
4431,GoodREAD MORE,5
4432,Good oneREAD MORE,5
4433,Good productREAD MORE,5
4434,Too goodREAD MORE,4
4435,NiceeeREAD MORE,5
4436,good shuttleREAD MORE,4
4437,Good one.READ MORE,5
4438,NiceREAD MORE,5
4439,From the beginning i like these shuttles.I am happy to buy it again.READ MORE,5
4440,SuperREAD MORE,5
4441,I think most of people know about this product who play badminton so no need to tell about this productREAD MORE,5
4442,GoodREAD MORE,5
4443,Good quality and reasonable priceREAD MORE,4
4444,Great One!READ MORE,5
4445,GoodREAD MORE,3
4446,Good quality original shuttleREAD MORE,5
4447,Great product..READ MORE,4
4448,NiceREAD MORE,4
4449,Original brandREAD MORE,5
4450,Awesome.READ MORE,5
4451,Nice one..READ MORE,5
4452,Best playing experience with this shuttle cork..............It's amazing productREAD MORE,5
4453,Need moreREAD MORE,5
4454,It is soo nice .l like to play with it in indoorREAD MORE,5
4455,GoodREAD MORE,3
4456,OkREAD MORE,5
4457,Delivery at time and all the safety precautions has been followed by the delivery manREAD MORE,5
4458,ExcellentREAD MORE,4
4459,Could've been a bit heavier.READ MORE,3
4460,Excellent product from FlipkartREAD MORE,5
4461,Nice shuttle . Must buy . It is better than the other brandsREAD MORE,4
4462,NiceREAD MORE,5
4463,Nic product...READ MORE,5
4464,GoodREAD MORE,5
4465,SuperREAD MORE,5
4466,GoodREAD MORE,5
4467,GoodREAD MORE,5
4468,nice productREAD MORE,4
4469,Nice productREAD MORE,5
4470,Very valuable for this price in lockdown timeREAD MORE,5
4471,AverageREAD MORE,3
4472,One shuttle for 3-4 days onlyREAD MORE,3
4473,Superb product.READ MORE,5
4474,GoodREAD MORE,4
4475,avgREAD MORE,3
4476,NiceREAD MORE,5
4477,very goodREAD MORE,3
4478,GoodREAD MORE,4
4479,Must buyyyREAD MORE,5
4480,Good product.READ MORE,5
4481,Good productREAD MORE,5
4482,Nice productREAD MORE,5
4483,Super fast delivery thanku pruthvi delivery boyREAD MORE,5
4484,Not Good It is so HardREAD MORE,1
4485,Super it's really amazingREAD MORE,5
4486,Good product. We play daily for 2 hrs. Each shuttle comes for a week atleastREAD MORE,5
4487,"Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.READ MORE",5
4488,Best in businessREAD MORE,5
4489,Good shuttles. Felt like bit expensive than sports shop.READ MORE,5
4490,"Nice, perfect shot & quality product...READ MORE",4
4491,goodREAD MORE,5
4492,It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this productREAD MORE,2
4493,Value for moneyREAD MORE,5
4494,AverageREAD MORE,1
4495,awsomeREAD MORE,5
4496,Not up to the markREAD MORE,3
4497,GoodREAD MORE,3
4498,GoodREAD MORE,5
4499,product quality is not goodREAD MORE,1
4500,Break in just 2-3 SetsREAD MORE,3
4501,Best of outderREAD MORE,4
4502,Very badREAD MORE,2
4503,Nic productREAD MORE,5
4504,Good product service is goodREAD MORE,3
4505,Good ProductREAD MORE,5
4506,Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.READ MORE,1
4507,Nice one.READ MORE,5
4508,Very niceREAD MORE,4
4509,What a fast delivery...superbREAD MORE,5
4510,Better than mavis 10 and 1000READ MORE,4
4511,good product 👍excellentREAD MORE,4
4512,Good quality.READ MORE,5
4513,Quality is better than yellowREAD MORE,5
4514,Finally got original productREAD MORE,5
4515,ExcellentREAD MORE,5
4516,GoodREAD MORE,5
4517,Good shuttleREAD MORE,5
4518,"Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.READ MORE",5
4519,Good product.READ MORE,5
4520,"Poor quality, very old stock provided.READ MORE",2
4521,Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.READ MORE,5
4522,Super product it lasts for 3 to 4 yearsREAD MORE,5
4523,Good qualityREAD MORE,5
4524,Very happy with the quality and deliveryREAD MORE,5
4525,Good productREAD MORE,5
4526,Good quality productREAD MORE,5
4527,best shuttle in less price nice 😊😊😊😊😊READ MORE,5
4528,Good productREAD MORE,5
4529,SuperbREAD MORE,5
4530,BestREAD MORE,4
4531,Very bad 😧👎 quality this packREAD MORE,1
4532,Good product fast delivery flipkart.READ MORE,3
4533,GoodREAD MORE,3
4534,Well fine and good Got the product in timeREAD MORE,5
4535,Good for beginnersREAD MORE,5
4536,my experience was quite good with this product till date.READ MORE,4
4537,Very niceREAD MORE,5
4538,GoodREAD MORE,5
4539,GoodREAD MORE,4
4540,Genuine product!READ MORE,5
4541,Shuttles at there bestREAD MORE,5
4542,OkREAD MORE,4
4543,GoodREAD MORE,4
4544,Good qualityREAD MORE,4
4545,Good cap very  very game so better......READ MORE,4
4546,good bestREAD MORE,5
4547,Very goodREAD MORE,4
4548,Product is nice and delivered in time..READ MORE,4
4549,goodREAD MORE,4
4550,ExcellentREAD MORE,5
4551,Original shuttle very fine for play outside too.READ MORE,5
4552,Nice productREAD MORE,5
4553,Very good shuttleREAD MORE,5
4554,Awesome product..READ MORE,5
4555,ImpressedREAD MORE,5
4556,NiceREAD MORE,5
4557,Good productREAD MORE,5
4558,Long lastingREAD MORE,5
4559,product is not good2 shuttles got broken in only 3 matches It's my advice don't buy itREAD MORE,1
4560,Good product...thnx flipcartREAD MORE,5
4561,Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....READ MORE,4
4562,Nice qualityREAD MORE,5
4563,Good productREAD MORE,4
4564,NiceREAD MORE,5
4565,Value for moneyREAD MORE,5
4566,No words about this.... awesome productREAD MORE,5
4567,I felling Very good when I play.READ MORE,4
4568,Nice product.READ MORE,5
4569,greatREAD MORE,5
4570,After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......READ MORE,2
4571,Super Durable ShuttelsREAD MORE,5
4572,Poor qualityREAD MORE,1
4573,niceREAD MORE,4
4574,SuperREAD MORE,4
4575,Nice productsREAD MORE,4
4576,Good product good delivery serviceREAD MORE,5
4577,The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one gameREAD MORE,1
4578,Awesome purchaseREAD MORE,5
4579,Good serveceREAD MORE,5
4580,Very nice and best priceREAD MORE,5
4581,GoodREAD MORE,5
4582,Life time is less.READ MORE,3
4583,good product..READ MORE,5
4584,"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?READ MORE",1
4585,Recomended for medium range players.READ MORE,4
4586,Some are at yellow part getting dammage quickly other than that okREAD MORE,4
4587,Average .READ MORE,3
4588,Best in The MarketREAD MORE,5
4589,Good shuttleREAD MORE,4
4590,Good product and delivery  thanks to flipcartREAD MORE,5
4591,Best in class followed by durabilityREAD MORE,5
4592,SuperREAD MORE,4
4593,NO BADREAD MORE,3
4594,Good productREAD MORE,5
4595,The product is not genuine.U can identify by seeing the plastic cap of the boxREAD MORE,1
4596,Good productREAD MORE,5
4597,Super perfect flyREAD MORE,5
4598,poor quality.....READ MORE,1
4599,Good shuttleREAD MORE,5
4600,Price is goodQuality is goodAnd also fast deliveryREAD MORE,5
4601,What a shuttle like yonex branding best shuttles everREAD MORE,5
4602,Better for both indoor and outdoorREAD MORE,4
4603,NiceREAD MORE,5
4604,goodREAD MORE,4
4605,Best quality 👌READ MORE,5
4606,good stuff....READ MORE,5
4607,GoodREAD MORE,4
4608,Good productREAD MORE,5
4609,nice shuttleREAD MORE,5
4610,Very bice productREAD MORE,5
4611,BestREAD MORE,5
4612,Good qualityREAD MORE,5
4613,"Good one , timely deliveredREAD MORE",4
4614,Aswm product i am happy with itREAD MORE,5
4615,SuperREAD MORE,1
4616,Nice one. Very durable.READ MORE,4
4617,Its quality is similar as i wanted....i satisfiedREAD MORE,5
4618,Good Product and Excellent ServiceREAD MORE,5
4619,Good qualityREAD MORE,5
4620,superbREAD MORE,5
4621,Some shuttle have flight problemREAD MORE,3
4622,Good qualityREAD MORE,4
4623,AwsmREAD MORE,5
4624,Got original ones .READ MORE,5
4625,GoodREAD MORE,4
4626,Good choiceREAD MORE,4
4627,Good service and good productREAD MORE,5
4628,ThankuREAD MORE,5
4629,Not badREAD MORE,5
4630,Poor qualityREAD MORE,1
4631,bestREAD MORE,5
4632,goodREAD MORE,5
4633,Very goodREAD MORE,5
4634,GoodREAD MORE,5
4635,Reliable..READ MORE,4
4636,NiceREAD MORE,4
4637,NiceREAD MORE,4
4638,NiceREAD MORE,5
4639,Good we can buyREAD MORE,5
4640,Good product and timely deliveredREAD MORE,5
4641,Not goodREAD MORE,4
4642,GudREAD MORE,3
4643,bestREAD MORE,5
4644,Damage product...READ MORE,3
4645,GoodREAD MORE,5
4646,Very very bad qualtyREAD MORE,1
4647,great lovebitREAD MORE,5
4648,As regular 😇READ MORE,4
4649,OkREAD MORE,4
4650,"Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",2
4651,"Good and lasting, it is normal, i think it is the bestREAD MORE",5
4652,nice landing safely nice shuttlesssssREAD MORE,5
4653,GoodREAD MORE,5
4654,Good quality of the productREAD MORE,5
4655,good quality of shuttles.....READ MORE,5
4656,GoodREAD MORE,4
4657,Got with proper Yonex authenticationREAD MORE,5
4658,thank you....READ MORE,5
4659,Excellent condition/performance...READ MORE,5
4660,goodREAD MORE,5
4661,ExcellentREAD MORE,4
4662,GoodREAD MORE,4
4663,GoodREAD MORE,5
4664,Awesome look & materialREAD MORE,4
4665,I love this productREAD MORE,5
4666,Items quality are too badREAD MORE,1
4667,MiceREAD MORE,5
4668,OkREAD MORE,5
4669,Only for 2-4 game ...Very bad quality..not as original productREAD MORE,1
4670,niceREAD MORE,5
4671,Quality slightly decrease compared with oldREAD MORE,4
4672,BestREAD MORE,4
4673,GoodREAD MORE,5
4674,Good shuttleREAD MORE,5
4675,Kk good not badREAD MORE,3
4676,wast of money cheap qualityREAD MORE,1
4677,AwsomeREAD MORE,4
4678,good productREAD MORE,5
4679,superREAD MORE,5
4680,good gualityREAD MORE,4
4681,Genuine product low cost👍READ MORE,4
4682,very good product. speed of the shuttle in the air is good.READ MORE,5
4683,Very goodREAD MORE,5
4684,Good qualityREAD MORE,5
4685,kwality is best ..READ MORE,5
4686,bad quality .. don't waste your money ...READ MORE,1
4687,goodREAD MORE,4
4688,Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,5
4689,Quality is excellentREAD MORE,5
4690,niceREAD MORE,5
4691,Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,4
4692,Nice product.......... durable alsoREAD MORE,4
4693,Not likedREAD MORE,1
4694,lasting....READ MORE,5
4695,GoodREAD MORE,3
4696,GoodREAD MORE,5
4697,niceREAD MORE,3
4698,In 6 Shuttles only 2 are original shuttles....READ MORE,2
4699,Super QualityREAD MORE,5
4700,good just like feather shuttleREAD MORE,5
4701,Quality good.... cheaper than shops...speed ok...READ MORE,5
4702,okREAD MORE,3
4703,Best in Value. Used it.READ MORE,5
4704,Original productREAD MORE,4
4705,good qualityREAD MORE,5
4706,Bit costlyREAD MORE,5
4707,"Excellent service, got in one day even at remote location like GangtokREAD MORE",4
4708,Best product and lowest price 664READ MORE,5
4709,bestREAD MORE,4
4710,Nice shuttle you can order itREAD MORE,3
4711,Very good correct flight and reliableREAD MORE,5
4712,Useless  productREAD MORE,1
4713,Good product fast deliveryREAD MORE,5
4714,Original item with much lower price than the local market.READ MORE,5
4715,Money worthyREAD MORE,4
4716,Very good.. thanks fkartREAD MORE,4
4717,Not of good quality plesae don't purchaseREAD MORE,1
4718,Nice shuttleREAD MORE,5
4719,Got the product as expectedREAD MORE,4
4720,"Good,  but light wet heREAD MORE",5
4721,goodREAD MORE,5
4722,Good itemREAD MORE,1
4723,good oneREAD MORE,5
4724,Shuttles are not long lasting...READ MORE,3
4725,GoodREAD MORE,1
4726,thanks flipcartREAD MORE,5
4727,SuperREAD MORE,5
4728,goodREAD MORE,5
4729,I'm a regular buyer but this time I got very bad quality shuttlesREAD MORE,2
4730,Very bad product given faults in the shuttlesREAD MORE,1
4731,Each shuttle lasted for 2-3 days onlyREAD MORE,3
4732,orginal productREAD MORE,4
4733,not badREAD MORE,5
4734,very osom productREAD MORE,5
4735,Great for playREAD MORE,4
4736,Good productREAD MORE,5
4737,GoodREAD MORE,5
4738,Such a good product ? for shuttle loversREAD MORE,5
4739,goodREAD MORE,5
4740,superREAD MORE,5
4741,Still GoodREAD MORE,5
4742,superb shuttlesREAD MORE,5
4743,original yonex shuttlecocksREAD MORE,5
4744,strong n durableREAD MORE,4
4745,NiceREAD MORE,5
4746,"this is not original shuttle , fulll money wasteREAD MORE",1
4747,goodREAD MORE,5
4748,Nice productREAD MORE,4
4749,goodREAD MORE,5
4750,It's a good purchase.READ MORE,4
4751,one day for one shuttle worst quality by flipkartREAD MORE,1
4752,niceREAD MORE,5
4753,NiceREAD MORE,5
4754,goodREAD MORE,5
4755,GoodREAD MORE,4
4756,nice productREAD MORE,5
4757,good oneREAD MORE,4
4758,good productREAD MORE,5
4759,good productsREAD MORE,5
4760,Good productREAD MORE,5
4761,1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one.READ MORE,4
4762,niceREAD MORE,4
4763,"Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖READ MORE",5
4764,very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my moneyREAD MORE,5
4765,"This time quality not good, please care about it brotherREAD MORE",3
4766,original and yes the best shuttle in the market ryt now.READ MORE,5
4767,excellent product.. good quality..  🥰 loved it...  and last longREAD MORE,5
4768,Bad qualityREAD MORE,1
4769,great but seems fast than naturalREAD MORE,4
4770,These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here.READ MORE,1
4771,It's awesome ...READ MORE,4
4772,goodREAD MORE,4
4773,niceREAD MORE,5
4774,Nice productREAD MORE,5
4775,goodREAD MORE,4
4776,good product fullfill my expectation thank you flipkartREAD MORE,5
4777,BestREAD MORE,5
4778,Not goodREAD MORE,1
4779,worst productREAD MORE,1
4780,"Original one, very nice to play.. bought this @ 699...READ MORE",4
4781,GoodREAD MORE,3
4782,GoodREAD MORE,5
4783,Good oneREAD MORE,5
4784,I am happy with this productREAD MORE,5
4785,niceREAD MORE,4
4786,BestREAD MORE,5
4787,"original from yonex, great value for moneyREAD MORE",5
4788,Lasting only for 3 gamesREAD MORE,1
4789,good productREAD MORE,5
4790,goodREAD MORE,5
4791,goodREAD MORE,4
4792,good qualityREAD MORE,5
4793,not badREAD MORE,2
4794,WorstREAD MORE,1
4795,superb productREAD MORE,5
4796,good productREAD MORE,4
4797,good product and Long time certificationREAD MORE,5
4798,Bad qualityREAD MORE,1
4799,niceREAD MORE,5
4800,goodREAD MORE,4
4801,niceREAD MORE,5
4802,SatisfiedREAD MORE,4
4803,very niceREAD MORE,5
4804,GoodREAD MORE,4
4805,Nice delivery of the product and very punctual according to the timingREAD MORE,5
4806,get damaged very soonREAD MORE,2
4807,original productREAD MORE,5
4808,Best purchaseREAD MORE,4
4809,great productthanks FlipkartREAD MORE,4
4810,quality is very poor.READ MORE,1
4811,Nice ProductREAD MORE,5
4812,worth for moneyREAD MORE,4
4813,Osm very niceREAD MORE,3
4814,worst. two pieces were damaged tooREAD MORE,1
4815,some shuttle are too good and some are not that muchREAD MORE,3
4816,Very good productREAD MORE,5
4817,nyc productREAD MORE,5
4818,Quality not good giving damage goods .READ MORE,1
4819,the product is very damagedREAD MORE,1
4820,SuperREAD MORE,5
4821,wasteREAD MORE,1
4822,nice productREAD MORE,4
4823,Meterial is low qualityREAD MORE,2
4824,nice productREAD MORE,5
4825,very nice shuttleREAD MORE,5
4826,It's very attractive and smart...READ MORE,4
4827,not good for wintersREAD MORE,3
4828,Nice shuttleREAD MORE,5
4829,Thanks flipkart for delivering in just 12hrs.READ MORE,1
4830,I am satisfied with the productREAD MORE,5
4831,Not a good product  shuttle damages for only for 3 matchesREAD MORE,5
4832,excellentREAD MORE,5
4833,work goodREAD MORE,4
4834,super productREAD MORE,5
4835,very good perfomingREAD MORE,5
4836,Good quality  genuine productREAD MORE,5
4837,very badREAD MORE,1
